,Bat_MW,Bio_MW,Coal_MW,Geo_MW,Hydro_MW,HydroPS_MW,NG_MW,Nuclear_MW,Crude_MW,Solar_MW,Wind_MW,Other_MW,Longitude,Latitude,zone_ID
911,,,,,,,,,,5.0,,,-86.49,41.7,22
912,,,,,,,,,,2.5,,,-85.64,40.51,22
913,,,,,,,,,,5.0,,,-76.581,36.443,13
914,,,,,,,,,,5.0,,,-77.762458,36.052801,13
915,,,,,,,15.0,,,,,,-78.187474,39.132519,15
916,,,,,,,,,,2.6,,,-86.12,41.69,22
917,,,,,,,,,,15.0,,,-77.134,35.456,13
918,,,,,,,,,,5.0,,,-77.113067,35.482032,13
919,,,,,,,,,,1.0,,,-76.407143,36.848105,13
920,,,,,,,,,,2.1,,,-78.643688,38.383222,13
921,,,,,,,1105.0,,,,,,-76.158056,41.113056,4
922,,,,,,,,,,17.0,,,-74.439668,40.136696,11
923,,,,,,,,,,2.0,,,-77.287027,37.341838,13
924,,,,,,,1588.0,,,,,,-77.649559,36.718236,13
925,,,,,,,1588.0,,,,,,-77.649559,36.718236,14
926,,,,,,,,,,5.0,,,-78.584212,36.353533,14
927,,,,,,,,,,1.8,,,-75.548387,39.781498,9
928,,,,,,,,,,4.9,,,-78.411966,36.258478,14
929,,,,,,,,,,80.0,,,-77.481,35.822,13
930,5.0,,,,,,,,,,,,-78.745333,39.593075,15
931,,,,,,,,,,20.0,,,-78.033704,36.515544,14
932,36.0,,,,,,,,,,,,-88.6836,41.2269,17
933,,,,,,,,,,,208.0,,-76.42,36.31,13
934,,,,,,,,,,13.5,,,-77.135575,36.441359,13
935,,,,,,,,,,13.5,,,-77.135575,36.441359,14
936,,,,,,,,,,20.0,,,-77.120595,36.451012,13
937,,,,,,,,,,,3.0,,-83.644394,41.101219,22
938,,,,,,,,,,1.1,,,-77.727117,39.680865,15
939,,,,,,,,,,74.9,,,-77.481164,36.481008,13
940,,,,,,,,,,74.9,,,-77.481164,36.481008,14
941,,,,,,,,,,1.6,,,-76.735,39.2525,1
942,,,,,,,,,,2.1,,,-83.5364,41.6447,20
943,,,,,,,,,,4.5,,,-77.105614,35.501688,13
944,,,,,,,,,,1.6,,,-75.836235,39.603531,9
945,,,,,,,,,,1.0,,,-76.076693,39.199453,9
946,,,,,,,,,,1.2,,,-74.262001,40.092672,11
947,,,,,,,,,,,1.5,,-83.22865,40.718292,22
948,,,,,,,,,,,4.5,,-83.641381,41.096111,22
949,,,,,,,,,,,103.0,,-79.140639,39.200639,15
950,,0.9,,,,,,,,,,,-85.9575,36.9874,21
951,,,,,,,,,,4.0,,,-78.155087,36.458327,14
952,,,,,,,,,,5.0,,,-77.1182,35.16922,13
953,,,,,,,,,,5.0,,,-77.457772,35.825182,13
954,,,,,,,,,,5.0,,,-76.597825,36.437752,13
955,,,,,,,,,,3.0,,,-84.401595,40.390362,18
956,,,,,,,,,,4.0,,,-77.13432,35.154273,13
957,,,,,,,,,,1.2,,,-75.026208,39.941853,7
958,,,,,,,,,,5.0,,,-77.597517,36.469089,13
959,,,,,,,,,,5.0,,,-77.597517,36.469089,14
960,,,,,,,,,,5.0,,,-77.617957,36.467021,13
961,,,,,,,,,,5.0,,,-77.617957,36.467021,14
962,,,,,,,,,,5.0,,,-77.631511,36.348734,13
963,,,,,,,,,,1.4,,,-74.825925,40.098458,7
964,,,,,,,,,,5.0,,,-78.328294,36.395286,14
965,,,,,,,,,,4.4,,,-74.843398,40.5237,11
966,,,,,,,,,,6.1,,,-74.964482,39.503337,12
967,,,,,,,,,,2.7,,,-74.539003,40.182623,11
968,5.0,,,,,,,,,,,,-83.960782,39.295883,19
969,7.0,,,,,,,,,,,,-84.387266,40.398844,18
970,,,,,,,,,,17.0,,,-77.934,37.523,13
971,,,,,,,,,,19.0,,,-76.611,36.89,13
972,,,,,,,,,,20.0,,,-77.972,38.023,13
973,,,,,,,,,,1.8,,,-74.876373,40.443266,11
974,,,,,,,,,,,38.3,,-79.188056,39.744722,3
975,,,,,,,,,,2.0,,,-75.808331,39.651002,9
976,,,,,,,1210.4,,,,,,-80.678245,40.63534,22
977,,,,,,,1362.0,,,,,,-75.544167,41.471389,4
978,,,,,,,,,,5.0,,,-78.376344,36.352489,14
979,,,,,,,,,,5.2,,,-77.22244,36.34764,13
980,,,,,,,,,,5.2,,,-77.22244,36.34764,14
981,,,,,,,1084.3,,,,,,-76.825517,40.839014,4
982,,,,,,,,,,5.2,,,-77.76077,36.05864,13
983,,,,,,,,,,6.6,,,-74.383616,40.470539,7
984,,,,,,,864.0,,,,,,-80.85162,41.14889,20
985,,,,,,,,,,5.0,,,-74.935,40.76,11
986,,,,,,,,,,5.0,,,-76.490915,36.13026,13
987,,,,,,,314.0,,,,,,-89.606528,41.774417,17
988,,1.6,,,,,,,,,,,-75.913688,40.174563,4
989,31.5,,,,,,,,,,,,-80.4925,38.0878,22
990,,,,,,,,,,5.0,,,-77.1397,35.8748,13
991,,,,,,,,,,5.2,,,-78.633283,36.289625,14
992,,,,,,,,,,5.2,,,-77.02194,35.83079,13
993,,,,,,,,,,4.9,,,-77.11023,35.85028,13
994,,,,,,,,,,19.8,,,-76.364244,36.421064,13
995,,,,,,,,,,2.9,,,-74.58158,40.70266,11
996,,,,,,,,,,3.4,,,-77.725147,36.115542,13
997,,,,,,,,,,1.2,,,-76.516324,39.4476,1
998,,,,,,,,,,1.6,,,-76.201342,39.472128,1
999,,,,,,,947.0,,,,,,-79.696665,40.175249,15
1000,,,,,,,,,,1.5,,,-76.083244,38.953389,9
1001,,,,,,,,,,,100.8,,-84.751,41.121,22
1002,,,,,,,,,,,194.3,,-89.557033,41.620264,17
1003,,,,,,,,,,4.9,,,-77.108044,35.836544,13
1004,,,,,,,,,,5.0,,,-76.842,36.351,13
1005,,,,,,,,,,7.5,,,-74.630095,40.168958,7
1006,,,,,,,,,,1.5,,,-76.138912,38.772903,9
1007,,,,,,,,,,0.9,,,-74.021325,40.814092,7
1008,,,,,,,,,,0.9,,,-74.072782,40.782829,7
1009,,,,,,,,,,16.2,,,-76.46,36.22,13
1010,,,,,,,,,,,90.0,,-77.665939,41.869326,3
1011,,,,,,,,,,5.0,,,-78.367806,36.265611,14
1012,,,,,,,,,,5.0,,,-78.604589,36.288911,14
1013,,,,,,,,,,17.6,,,-76.051419,36.789753,13
1014,,,,,,,,,,,184.0,,-88.1975,40.9675,17
1015,,,,,,,1065.3,,,,,,-78.855,40.412,3
1016,,,,,,,,,,5.0,,,-77.1191,35.4745,13
1017,,,,,,,,,,10.0,,,-76.045658,38.94037,9
1018,,,,,,,,,,62.4,,,-76.136,36.4765,13
1019,,,,,,,,,,20.0,,,-83.582,41.396,20
1020,,,,,,,,,,5.0,,,-78.612,36.383,14
1021,,,,,,,,,,2.0,,,-78.97198,36.43741,14
1022,,,,,,,,,,20.0,,,-77.571,36.371,13
1023,,,,,,,,,,16.0,,,-77.593,36.395,13
1024,19.8,,,,,,,,,,,,-88.274352,42.331411,17
1025,6.0,,,,,,,,,,,,-84.680313,39.287747,19
1026,,,,,,,,,,2.0,,,-76.217,39.445,1
1027,,,,,,,,,,2.0,,,-76.217,39.445,1
1028,,,,,,,,,,2.0,,,-76.22,39.436,1
1029,,,,,,,,,,2.0,,,-76.22,39.436,1
1030,,,,,,,,,,2.0,,,-76.22,39.436,1
1031,,,,,,,,,,2.0,,,-76.22,39.436,1
1032,,,,,,,,,,2.0,,,-76.22,39.436,1
1033,,,,,,,,,,2.0,,,-76.22,39.436,1
1034,,,,,,,,,,12.0,,,-76.573773,38.992144,1
1035,,2.0,,,,,,,,,,,-84.548889,38.345278,21
1036,,,,,,,,,,1.4,,,-76.22,39.436,1
1037,,,,,,,,,,3.0,,,-74.160147,40.43819,11
1038,,,,,,,,,,4.5,,,-74.335762,40.747582,11
1039,,,,,,,,,,7.0,,,-74.167516,40.147009,11
1040,,,,,,,,,,7.5,,,-74.857879,40.464221,11
1041,,,,,,,,,,8.2,,,-74.701645,41.166566,11
1042,,,,,,,,,,1.5,,,-74.154483,40.189425,11
1043,,,,,,,,,,6.8,,,-74.7766,40.0389,7
1044,,,,,,,,,,13.6,,,-75.672715,38.394728,9
1045,,,,,,,,,,6.0,,,-75.959681,39.100947,9
1046,,,,,,,,,,4.5,,,-75.065155,40.843699,11
1047,,,,,,,,,,2.0,,,-75.179342,39.539042,12
1048,,,,,,,4.7,,,,,,-87.970608,41.716534,17
1049,,,,,,,,,,2.5,,,-74.717077,40.450916,11
1050,,,,,,,,,,3.1,,,-74.087225,40.234177,11
1051,,,,,,,,,,2.3,,,-75.122887,39.780789,12
1052,,,,,,,,,,8.3,,,-74.616461,40.047769,11
1053,,,,,,,,,,1.5,,,-74.527849,40.376292,7
1054,,,,,,,,,,6.2,,,-74.663434,40.711882,11
1055,,,,,,,,,,3.0,,,-75.108622,40.599743,11
1056,,,,,,,,,,1.0,,,-74.521366,40.487906,7
1057,,,,,,,,,,2.0,,,-74.504689,40.400273,7
1058,,,,,,,,,,1.5,,,-74.906513,38.976718,12
1059,,,,,,,,,,1.3,,,-75.014791,39.760172,12
1060,,,,,,,,,,3.1,,,-74.530865,39.411372,12
1061,,,,,,,,,,1.0,,,-74.212235,40.697259,7
1062,,,,,,,,,,0.9,,,-74.100182,40.66362,7
1063,,,,,,,,,,3.1,,,-76.299469,36.269175,13
1064,,,,,,,,,,5.0,,,-77.623,36.058,13
1065,,,,,,,,,,15.0,,,-77.164201,35.887545,13
1066,,,,,,,3.2,,,,,,-87.864282,42.25416,17
1067,,,,,,,,,,1.4,,,-74.68093,39.460566,12
1068,,,,,,,,,,7.4,,,-74.638077,41.152955,11
1069,,,,,,,,,,1.7,,,-74.017,40.818,7
1070,,,,,,,,,,6.0,,,-74.275153,40.534414,7
1071,,,,,,,,,,1.0,,,-74.801807,39.987281,7
1072,,,,,,,,,,1.0,,,-74.320933,40.475477,11
1073,,,,,,,,,,1.4,,,-77.293217,39.237945,15
1074,,,,,,,,,,2.5,,,-74.065394,40.760069,7
1075,,,,,,,,,,1.6,,,-74.077397,40.77312,7
1076,,,,,,,,,,1.2,,,-74.297098,40.814586,7
1077,,,,,,,,,,1.7,,,-74.304989,40.815363,7
1078,,,,,,,,,,2.9,,,-74.1142,40.7278,7
1079,,,,,,,,,,1.2,,,-79.392991,39.505187,15
1080,,,,,,,,,,2.2,,,-75.925225,40.423484,2
1081,,,,,,,,,,1.7,,,-77.314427,39.69373,15
1082,,,,,,,,,,1.0,,,-74.161153,40.070879,11
1083,,,,,,,,,,5.0,,,-77.633477,36.345842,13
1084,,,,,,,,,,2.7,,,-83.8391,40.759622,22
1085,,,,,,,,,,20.0,,,-76.844612,37.471464,13
1086,,,,,,,,,,20.0,,,-77.41776,36.940529,13
1087,,,,,,,,,,19.8,,,-78.379237,37.502944,13
1088,,,,,,,,,,2.8,,,-82.984331,41.319351,20
1089,,,,,,,4.0,,,,,,-74.771501,40.348275,7
1090,,,,,,,,,,20.0,,,-77.944637,37.526244,13
1091,,,,,,,,,,2.0,,,-76.581401,40.152693,4
1092,,,,,,,,,,7.9,,,-74.787611,40.095611,7
1093,,,,,,,,,,2.0,,,-77.719745,36.433289,13
1094,,,,,,,,,,5.0,,,-74.130198,40.109677,11
1095,,,,,,,,,,10.0,,,-77.30957,35.821137,13
1096,,,,,,,,,,16.0,,,-77.049537,36.419353,13
1097,,,,,,,,,,,1.5,,-84.033742,41.002764,22
1098,,,,,,,,,,,4.5,,-83.178491,40.591154,20
1099,,,,,,,,,,17.0,,,-77.170439,37.672005,13
1100,,,,,,,,,,5.0,,,-77.677474,36.50592,13
1101,,,,,,,,,,5.0,,,-77.677474,36.50592,14
1102,,,,,,,485.0,,,,,,-75.799669,40.268522,2
1103,,,,,,,,,,2.5,,,-78.18,38.929,13
1104,,,,,,,,,,8.8,,,-74.697369,39.981764,7
1105,,,,,,,,,,8.8,,,-74.701917,39.979936,7
1106,,,,,,,,,,3.0,,,-79.480995,37.335046,22
1107,,,,,,,,,,3.0,,,-77.615869,35.829572,13
1108,,,,,,,,,,5.0,,,-77.161514,36.442636,13
1109,,,,,,,,,,5.0,,,-77.161514,36.442636,14
1110,,4.5,,,,,,,,,,,-83.903,38.895,19
1111,,,,,,,,,,1.4,,,-74.650123,40.483601,7
1112,,,,,,,,,,1.0,,,-76.393562,39.42757,1
1113,,,,,,,,,,2.0,,,-88.07,41.48,17
1114,,,,,,,,,,1.5,,,-75.28309,40.215399,5
1115,,,,,,,,,,1.2,,,-75.288789,38.717509,9
1116,,,,,,,,,,5.0,,,-78.449024,36.391194,14
1117,,,,,,,,,,1.8,,,-74.730162,40.894197,11
1118,,,,,,,,,,1.0,,,-74.39281,40.575378,7
1119,,,,,,,22.0,,,,,,-76.299361,41.610981,3
1120,,,,,,,6.2,,,,,,-76.2991,39.3975,1
1121,,,,,,,,,,4.8,,,-76.489357,36.160629,13
1122,,,,,,,,,,5.0,,,-78.622242,36.326821,14
1123,,,,,,,,,,,119.7,,-84.9769,40.319,22
1124,,,,,,,,,,2.7,,,-84.613255,38.751822,19
1125,,,,,,,,,,2.0,,,-84.592263,38.85018,19
1126,,,,,,,,,,2.0,,,-84.592263,38.85018,19
1127,,,,,,,,,,15.7,,,-78.660158,38.739621,13
1128,,,,,,,485.0,,,,,,-80.84552,39.70257,22
1129,,,,,,,,,,,66.0,,-83.728714,40.793073,22
1130,,,,,,,,,,,150.0,,-88.993862,41.055385,17
1131,,,,,,,,,,2.2,,,-74.625694,40.379736,7
1132,,,,,,,,,,,3.0,,-83.644131,41.084329,22
1133,,,,,,,,,,1.1,,,-76.548,39.27,1
1134,,,,,,,,,,1.9,,,-74.255,40.582,7
1135,,,,,,,,,,1.9,,,-74.257,40.583,7
1136,,,,,,,,,,10.0,,,-78.138207,39.06485,13
1137,,,,,,,,,,20.0,,,-76.799967,37.834094,13
1138,,,,,,,,,,103.6,,,-77.166,36.614,13
1139,,,,,,,,,,2.3,,,-81.759461,40.856428,20
1140,,,,,,,,,,1.8,,,-84.4978,40.2207,18
1141,,,,,,,,,,1.6,,,-84.047247,40.444969,18
1142,,,,,,,,,,5.0,,,-78.230963,37.96724,13
1143,,,,,,,,,,5.0,,,-78.049191,37.88051,13
1144,,,,,,,,,,1.4,,,-76.548,39.267,1
1145,,,,,,,,,,5.0,,,-74.225,40.595,7
1146,1.0,,,,,,,,,0.9,,,-74.804896,40.328005,7
1147,,,,,,,,,,4.0,,,-75.014147,39.575217,12
1148,,,,,,,,,,50.0,,,-78.315078,36.475369,14
1149,,,,,,,,,,2.2,,,-75.1186,39.910969,7
1150,,,,,,,,,,9.0,,,-77.363415,39.570338,15
1151,,,,,,,,,,5.0,,,-76.810226,35.148339,13
1152,6.0,,,,,,,,,15.7,,,-77.45,39.44,15
1153,,,,,,,,,,5.0,,,-76.52924,36.107345,13
1154,,,,,,,,,,10.0,,,-74.567786,40.403238,7
1155,,,,,,,,,,8.8,,,-74.243376,40.444372,11
1156,,,,,,,,,,8.4,,,-74.863033,40.453864,11
1157,,,,,,,,,,1.9,,,-77.236,39.113,6
1158,,,,,,,,,,1.3,,,-74.47586,40.814851,11
1159,,,,,,,,,,1.9,,,-82.517957,40.073337,22
1160,,,,,,,,,,,4.5,,-84.609857,40.131293,18
1161,,,,,,,,,,15.0,,,-79.116506,37.276278,13
1162,6.2,,,,,,8.0,,,,,,-75.185539,39.890223,5
1163,,,,,,,,,,1.6,,,-76.908997,39.017238,6
1164,,,,,,,,,,0.9,,,-84.608172,38.987696,19
1165,,,,,,,,,,2.7,,,-74.532375,40.539051,7
1166,,,,,,,,,,5.0,,,-76.544,36.054,13
1167,,,,,,,,,,7.6,,,-75.274195,38.376941,9
1168,,,,,,,,,,1.2,,,-75.622424,39.279702,9
1169,,,,,,,,,,1.8,,,-84.23148,40.140866,18
1170,,,,,,,,,,60.0,,,-76.154089,36.472591,13
1171,,,,,,,,,,1.9,,,-81.58983,40.702397,20
1172,,,,,,,,,,1.0,,,-75.306372,40.095176,5
1173,,,,,,,4.4,,6.0,0.2,,,-74.62393,40.339838,7
1174,,,,,,,1.0,,,,,,-81.682272,41.5094,20
1175,,,,,,,,,,4.8,,,-76.507778,36.114444,13
1176,,,,,,,,,,6.0,,,-79.29906,36.660591,22
1177,,,,,,,,,,13.0,,,-74.621862,39.977433,11
1178,19.8,,,,,,,,,,,,-75.144467,40.66538,11
1179,19.8,,,,,,,,,,,,-74.497779,40.1094,11
1180,,,,,,,,,,3.5,,,-75.10802,39.93903,7
1181,,,,,,,,,,7.5,,,-74.647387,40.032087,11
1182,,,,,,,,,,15.0,,,-76.56093,36.660483,13
1183,,,,,,,,,,3.0,,,-76.882525,40.795166,4
1184,,,,,,,,,,1.3,,,-76.759479,39.019083,1
1185,1.0,,,,,,,,,,,,-74.445146,39.381969,12
1186,,,,,,,,,,1.4,,,-75.545978,39.723644,9
1187,,,,,,,,,,8.8,,,-74.944168,40.522818,11
1188,,,,,,,,,,142.4,,,-76.902222,37.138889,13
1189,,,,,,,,,,97.9,,,-76.919245,37.173916,13
1190,,,,,,,,,,20.0,,,-77.786223,38.247123,13
1191,,,,,,,,,,75.0,,,-77.786223,38.247123,13
1192,,,,,,,,,,240.0,,,-77.786223,38.247123,13
1193,,,,,,,,,,165.0,,,-77.786223,38.247123,13
1194,0.5,,,,,,,,,0.7,,,-74.312476,40.838568,7
1195,,,,,,,,,,3.7,,,-81.751526,41.443122,20
1196,,,,,,,,,,1.6,,,-76.87,38.82,6
1197,,,,,,,,,,5.0,,,-76.489563,36.157401,13
1198,,,,,,,,,,1.7,,,-76.054316,39.035986,9
1199,,,,,,,,,,4.9,,,-78.178,36.412,14
1200,,,,,,,,,,1.5,,,-77.844117,40.817019,15
1201,,,,,,,,,,15.0,,,-76.46734,37.57245,13
1202,,,,,,,,,,200.0,,,-83.906046,39.076972,19
1203,,,,,,,,,,4.0,,,-77.216,39.127,6
1204,,,,,,,,,,1.5,,,-74.908,40.652,11
1205,,,,,,,,,,5.5,,,-74.154627,40.446574,11
1206,,,,,,,,,,1.8,,,-76.32095,39.44752,1
1207,,,,,,,,,,1.5,,,-74.071521,40.78976,7
1208,,,,,,,,,,1.0,,,-74.072239,40.770516,7
1209,,,,,,,,,,5.0,,,-76.973379,38.772107,6
1210,,,,,,,,,,5.0,,,-76.790764,35.829426,13
1211,,,,,,,,,,5.0,,,-76.801491,35.845354,13
1212,,,,,,,,,,5.0,,,-76.125847,36.311822,13
1213,,,,,,,,,,2.5,,,-76.95,38.85,6
1214,,,,,,,,,,7.5,,,-75.85,39.35,9
1215,,,,,,,,,,99.9,,,-77.066561,36.29116,13
1216,,,,,,,,,,1.3,,,-76.200935,36.875877,13
1217,,,,,,,,,,5.9,,,-77.009291,38.852655,6
1218,,,,,,,,,,2.0,,,-76.13475,38.583064,9
1219,,,,,,,,,,1.0,,,-76.498041,39.13728,1
1220,,,,,,,,,,3.0,,,-76.57313,40.427558,2
1221,,,,,,,,,,1.2,,,-74.3878,40.4987,7
1222,,,,,,,,,,2.8,,,-75.052996,39.838784,7
1223,18.0,,,,,,,,,,,,-79.00205,39.790739,3
1224,,,,,,,,,,1.0,,,-74.1808,40.0709,11
1225,,,,,,,,,,,56.2,,-80.613055,38.112222,22
1226,,,,,,,7.1,,,,,,-74.4369,39.3733,12
1227,,,,,,,,,,80.6,,,-76.763849,35.596814,13
1228,,,,,,,622.5,,,,,,-79.938201,39.894212,15
1229,,,,,,,,,,2.0,,,-74.427242,40.777783,11
1230,,,,,,,,,,,200.0,,-85.206694,40.051694,22
1231,,,,,,,,,,1.4,,,-74.407814,40.666976,11
1232,,,,,,,,,,1.9,,,-74.4847,40.313573,7
1233,,,,,,,,,,1.5,,,-74.302956,40.859343,7
1234,,,,,,,,,2.0,,,,-74.354231,40.711684,11
1235,,,,,,,,,,1.7,,,-76.146055,39.498961,1
1236,,,,,,,,,,2.3,,,-76.146701,39.493704,1
1237,,,,,,,,,,7.5,,,-75.156486,40.614955,11
1238,,,,,,,,,,8.8,,,-74.958162,40.757615,11
1239,,1.4,,,,,,,,,,,-83.544,38.191,21
1240,,,,,,,,,,,4.5,,-83.637778,41.093078,22
1241,,,,,,,,,14.4,,,,-81.474535,41.141773,20
1242,,,,,,,,,,5.0,,,-77.185206,35.067661,13
1243,,,,,,,,,,300.0,,,-83.80981,39.083514,22
1244,,,,,,,,,,175.0,,,-77.158736,37.437106,13
1245,,,,,,,,,,4.2,,,-74.122229,40.888632,7
1246,,,,,,,,,,3.6,,,-76.161594,40.198529,4
1247,,,,,,,,,,5.0,,,-76.033,36.27,13
1248,,,,,,,,,,5.0,,,-76.058,36.33,13
1249,,,,,,,,,,5.0,,,-76.602304,36.283778,13
1250,,,,,,,,,,1.0,,,-77.006676,38.874155,6
1251,,,,,,,,,,2.6,,,-74.807687,40.09283,7
1252,,,,,,,,,,10.0,,,-75.065465,40.836806,11
1253,,,,,,,,,,2.0,,,-76.300435,38.94843,9
1254,,,,,,,,,,88.2,,,-78.043131,38.015735,13
1255,,,,,,,,,,3.8,,,-75.218545,39.409744,12
1256,,,,,,,1.1,,,,,,-76.476728,40.10846,4
1257,,,,,,,,,,3.4,,,-74.314421,40.237803,11
1258,,,,,2.5,,,,,,,,-83.948553,37.677484,21
1259,,,,,,,,,,,4.5,,-84.61256,41.192377,22
1260,,,,,,,,,,59.6,,,-77.65,36.59,13
1261,,,,,,,,,,59.6,,,-77.65,36.59,14
1262,,,,,,,,,,2.5,,,-85.570279,40.481168,22
1263,,,,,,,,,,80.0,,,-78.771892,36.818554,14
1264,,,,,,,,,,4.3,,,-85.505304,41.175519,22
1265,,,,,,,,,,1.5,,,-76.383228,37.657039,13
1266,,,,,,,,,,12.6,,,-84.25545,40.13043,18
1267,,,,,,,,,,100.0,,,-77.696443,36.003272,13
1268,,,,,,,,,,80.0,,,-78.45,36.85,13
1269,,,,,,,,,,80.0,,,-78.45,36.85,14
1270,,,,,,,,,,100.0,,,-77.558,36.6867,13
1271,,,,,,,,,,100.0,,,-77.558,36.6867,14
1272,20.0,,,,,,,,,,,,-88.639983,42.252733,17
1273,,,,,,,,,,1.3,,,-76.469011,39.222576,1
1274,,,,,,,1.0,,,,,,-76.75007,40.229379,4
1275,,,,,,,,,,10.6,,,-74.441969,40.257726,11
1276,,,,,,,,,,1.3,,,-74.380834,40.254975,11
1277,,,,,,,,,,4.5,,,-74.556,40.053,11
1278,,,,,,,,,,2.9,,,-74.731032,41.099995,11
1279,,,,,,,,,,1.0,,,-77.317948,39.149037,6
1280,,,,,,,,,,7.5,,,-77.67837,39.64913,15
1281,,,,,2.5,,,,,,,,-86.2453,41.676,22
1282,,,,,,,1116.0,,,,,,-88.110626,41.438536,17
1283,,,,,,,,,,2.6,,,-81.75074,41.000755,20
1284,,,,,,,,,,6.3,,,-81.764344,41.012786,20
1285,,,,,,,,,,,125.1,,-84.751,41.121,22
1286,,,,,,,,,,3.0,,,-77.2197,40.1976,4
1287,,,,,,,1782.0,,,,,,-81.5354,39.9364,22
1288,,,,,,,,,,49.9,,,-78.483909,36.811533,13
1289,,,,,,,,,,49.9,,,-78.483909,36.811533,14
1290,,,,,,,,,,65.0,,,-78.105,36.533,14
1291,,,,,,,,,,5.4,,,-74.347394,40.52132,7
1292,,,,,,,,,,2.0,,,-74.234881,40.640209,7
1293,,,,,,,,,,50.0,,,-79.358743,36.931378,14
1294,,,,,,,,,,13.5,,,-77.609986,40.139673,3
1295,,,,,,,,,,20.0,,,-77.814218,39.904211,15
1296,,,,,,,,,,20.0,,,-77.769144,39.87817,15
1297,,,,,,,,,,5.0,,,-77.092,35.138,13
1298,,,,,,,1.1,,,,,,-74.983057,40.071128,5
1299,,,,,,,,,,10.0,,,-77.028205,36.268007,13
1300,,,,,,,,,,150.0,,,-83.813708,40.659506,22
1301,,,,,,,,,,19.8,,,-76.45,37.45,13
1302,,,,,,,,,,1.9,,,-88.4625,42.164,17
1303,,,,,,,,,,1.5,,,-88.383,42.164,17
1304,,,,,,,,,,1.3,,,-88.240254,42.110925,17
1305,,,,,,,,,,2.0,,,-76.39772,39.41805,1
1306,,,,,,,,,,2.0,,,-88.3378,41.8233,17
1307,,,,,,,,,,2.0,,,-76.800911,38.789216,6
1308,,,,,,,,,,79.9,,,-77.534825,36.486428,13
1309,,,,,,,,,,79.9,,,-77.534825,36.486428,14
1310,,,,,,,,,,13.8,,,-78.581272,37.018427,13
1311,,,,,,,,,,15.7,,,-78.76591,37.32936,13
1312,,,,,,,,,,32.0,,,-76.194266,36.624113,13
1313,,,,,,,,,,2.0,,,-76.480453,39.205804,1
1314,,,,,,,,,,19.7,,,-77.337645,37.177825,13
1315,,,,,,,,,,8.8,,,-75.06,40.72,11
1316,,,,,,,,,,8.0,,,-75.16,40.67,11
1317,,,,,,,,,4.8,,,,-79.51109,37.33206,22
1318,,,,,,,,,,3.0,,,-82.711785,41.230142,20
1319,,,,,,,,,,3.1,,,-74.336,40.438,11
1320,,,,,,,,,,2.6,,,-74.8947,39.819725,12
1321,,,,,,,,,,1.2,,,-74.675089,40.92635,11
1322,,,,,,,,,,1.0,,,-74.150011,41.079073,8
1323,,,,,,,,,,2.2,,,-74.70629,40.11359,7
1324,,,,,,,,,,2.0,,,-76.8351,39.34167,1
1325,,3.2,,,,,,,,,,,-81.16193,37.81577,22
1326,,,,,,,,,,1.6,,,-77.40947,39.38588,15
1327,,,,,,,,,,2.7,,,-74.3642,40.7397,11
1328,,,,,,,,,,1.3,,,-74.935167,40.049778,7
1329,,,,,,,,,,2.0,,,-77.513,35.759,13
1330,,,,,,,,,,2.0,,,-77.291111,35.815556,13
1331,,,,,,,,,,2.0,,,-78.95,36.464,14
1332,,,,,,,,,,3.8,,,-75.216293,39.822945,7
1333,,,,,,,,,,1.1,,,-76.46813,39.37614,1
1334,,,,,,,,,,3.0,,,-77.61444,36.50806,13
1335,,,,,,,,,,3.0,,,-77.61444,36.50806,14
1336,,,,,,,,,,1.3,,,-84.51074,39.141852,19
1337,,,,,,,,,,1.5,,,-74.60035,39.4877,12
1338,,,,,,,,,,2.0,,,-76.82843,38.73169,6
1339,,,,,,,,,,5.0,,,-77.085241,36.248563,13
1340,,,,,,,,,,3.7,,,-74.880941,40.056213,7
1341,,,,,,,7.5,,,,,,-77.007443,38.882704,6
1342,,,,,,,,,,3.2,,,-74.175226,40.665678,7
1343,,,,,,,,,,1.4,,,-74.482969,40.550342,7
1344,,,,,,,,,,1.9,,,-74.657754,40.152302,7
1345,,,,,,,,,,3.7,,,-75.196874,39.817319,7
1346,,,,,,,,,,1.4,,,-74.131258,40.751938,7
1347,,,,,,,,,,,93.0,,-89.085363,40.96038,17
1348,,,,,,,,,,1.9,,,-82.672395,40.896042,22
1349,,,,,,,,,,3.0,,,-75.399444,38.664989,9
1350,,,,,,,,,,1.5,,,-74.62947,40.5737,7
1351,,,,,,,,,,1.0,,,-74.93556,39.00776,12
1352,,,,,,,,,,1.5,,,-76.968186,38.936172,6
1353,,,,,,,,,,13.1,,,-74.425,40.312,11
1354,,,,,,,,,,6.5,,,-75.212019,39.846549,7
1355,,,,,,,,,3.6,,,,-82.4,40.53,22
1356,,,,,,,,,,2.8,,,-74.744444,41.152222,11
1357,,,,,,,4.1,,,,,,-77.050788,38.900216,6
1358,,,,,,,5.2,,,,,,-74.434228,39.359831,12
1359,,,,,,,4.3,,,,,,-79.98741,40.43727,10
1360,,,,,,,2.7,,,,,,-74.826404,40.108316,7
1361,,,,,,,,,,2.0,,,-77.34985,39.373263,15
1362,,,,,,,10.8,,,,,,-74.196651,40.865207,7
1363,,,,,,,,,,9.6,,,-74.312,40.024,11
1364,,,,,,,,,,2.0,,,-75.690118,38.413274,9
